"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","CPI","TOT","IDX2010","Q","2014-Q4",103.3584,
"JPN","CPI","TOT","IDX2010","Q","2015-Q1",103.1512,
"JPN","CPI","TOT","IDX2010","Q","2015-Q2",103.8764,
"JPN","CPI","TOT","IDX2010","Q","2015-Q3",103.8073,
"JPN","CPI","TOT","IDX2010","Q","2015-Q4",103.5656,
"JPN","CPI","TOT","IDX2010","Q","2016-Q1",103.1857,
"JPN","CPI","TOT","IDX2010","Q","2016-Q2",103.531,
"JPN","CPI","TOT","IDX2010","Q","2016-Q3",103.2893,
"JPN","CPI","TOT","IDX2010","Q","2016-Q4",103.9109,
"JPN","CPI","TOT","IDX2010","Q","2017-Q1",103.4965,
"JPN","CPI","TOT","IDX2010","Q","2017-Q2",103.9109,
"JPN","CPI","TOT","IDX2010","Q","2017-Q3",103.9109,
"JPN","CPI","TOT","IDX2010","Q","2017-Q4",104.5325,
"JPN","CPI","TOT","IDX2010","Q","2018-Q1",104.8433,
"GBR","CPI","TOT","IDX2010","Q","1955-Q1",5.659936,
"GBR","CPI","TOT","IDX2010","Q","1955-Q2",5.723281,
"GBR","CPI","TOT","IDX2010","Q","1955-Q3",5.803746,
"GBR","CPI","TOT","IDX2010","Q","1955-Q4",5.937284,
"GBR","CPI","TOT","IDX2010","Q","1956-Q1",5.973328,
"GBR","CPI","TOT","IDX2010","Q","1956-Q2",6.098227,
"GBR","CPI","TOT","IDX2010","Q","1956-Q3",6.074437,
"GBR","CPI","TOT","IDX2010","Q","1956-Q4",6.129947,
"GBR","CPI","TOT","IDX2010","Q","1957-Q1",6.201318,
"GBR","CPI","TOT","IDX2010","Q","1957-Q2",6.240968,
"GBR","CPI","TOT","IDX2010","Q","1957-Q3",6.326216,
"GBR","CPI","TOT","IDX2010","Q","1957-Q4",6.403534,
"GBR","CPI","TOT","IDX2010","Q","1958-Q1",6.425343,
"GBR","CPI","TOT","IDX2010","Q","1958-Q2",6.522486,
"GBR","CPI","TOT","IDX2010","Q","1958-Q3",6.44715,
"GBR","CPI","TOT","IDX2010","Q","1958-Q4",6.530416,
"GBR","CPI","TOT","IDX2010","Q","1959-Q1",6.562136,
"GBR","CPI","TOT","IDX2010","Q","1959-Q2",6.500678,
"GBR","CPI","TOT","IDX2010","Q","1959-Q3",6.482835,
"GBR","CPI","TOT","IDX2010","Q","1959-Q4",6.530416,
"GBR","CPI","TOT","IDX2010","Q","1960-Q1",6.532398,
"GBR","CPI","TOT","IDX2010","Q","1960-Q2",6.572049,
"GBR","CPI","TOT","IDX2010","Q","1960-Q3",6.581961,
"GBR","CPI","TOT","IDX2010","Q","1960-Q4",6.65135,
"GBR","CPI","TOT","IDX2010","Q","1961-Q1",6.687035,
"GBR","CPI","TOT","IDX2010","Q","1961-Q2",6.7703,
"GBR","CPI","TOT","IDX2010","Q","1961-Q3",6.855549,
"GBR","CPI","TOT","IDX2010","Q","1961-Q4",6.932867,
"GBR","CPI","TOT","IDX2010","Q","1962-Q1",7.002354,
"GBR","CPI","TOT","IDX2010","Q","1962-Q2",7.15144,
"GBR","CPI","TOT","IDX2010","Q","1962-Q3",7.118827,
"GBR","CPI","TOT","IDX2010","Q","1962-Q4",7.116498,
"GBR","CPI","TOT","IDX2010","Q","1963-Q1",7.221323,
"GBR","CPI","TOT","IDX2010","Q","1963-Q2",7.263254,
"GBR","CPI","TOT","IDX2010","Q","1963-Q3",7.212006,
"GBR","CPI","TOT","IDX2010","Q","1963-Q4",7.265583,
"GBR","CPI","TOT","IDX2010","Q","1964-Q1",7.330808,
"GBR","CPI","TOT","IDX2010","Q","1964-Q2",7.465917,
"GBR","CPI","TOT","IDX2010","Q","1964-Q3",7.524153,
"GBR","CPI","TOT","IDX2010","Q","1964-Q4",7.591708,
"GBR","CPI","TOT","IDX2010","Q","1965-Q1",7.661592,
"GBR","CPI","TOT","IDX2010","Q","1965-Q2",7.852607,
"GBR","CPI","TOT","IDX2010","Q","1965-Q3",7.887549,
"GBR","CPI","TOT","IDX2010","Q","1965-Q4",7.938797,
"GBR","CPI","TOT","IDX2010","Q","1966-Q1",7.997034,
"GBR","CPI","TOT","IDX2010","Q","1966-Q2",8.150778,
"GBR","CPI","TOT","IDX2010","Q","1966-Q3",8.176402,
"GBR","CPI","TOT","IDX2010","Q","1966-Q4",8.241627,
"GBR","CPI","TOT","IDX2010","Q","1967-Q1",8.285887,
"GBR","CPI","TOT","IDX2010","Q","1967-Q2",8.3581,
"GBR","CPI","TOT","IDX2010","Q","1967-Q3",8.31384,
"GBR","CPI","TOT","IDX2010","Q","1967-Q4",8.416336,
"GBR","CPI","TOT","IDX2010","Q","1968-Q1",8.535138,
"GBR","CPI","TOT","IDX2010","Q","1968-Q2",8.737802,
"GBR","CPI","TOT","IDX2010","Q","1968-Q3",8.782062,
"GBR","CPI","TOT","IDX2010","Q","1968-Q4",8.886887,
"GBR","CPI","TOT","IDX2010","Q","1969-Q1",9.066256,
"GBR","CPI","TOT","IDX2010","Q","1969-Q2",9.208352,
"GBR","CPI","TOT","IDX2010","Q","1969-Q3",9.226988,
"GBR","CPI","TOT","IDX2010","Q","1969-Q4",9.343461,
"GBR","CPI","TOT","IDX2010","Q","1970-Q1",9.5205,
"GBR","CPI","TOT","IDX2010","Q","1970-Q2",9.748787,
"GBR","CPI","TOT","IDX2010","Q","1970-Q3",9.858272,
"GBR","CPI","TOT","IDX2010","Q","1970-Q4",10.06326,
"GBR","CPI","TOT","IDX2010","Q","1971-Q1",10.33814,
"GBR","CPI","TOT","IDX2010","Q","1971-Q2",10.70852,
"GBR","CPI","TOT","IDX2010","Q","1971-Q3",10.85528,
"GBR","CPI","TOT","IDX2010","Q","1971-Q4",10.99039,
"GBR","CPI","TOT","IDX2010","Q","1972-Q1",11.16044,
"GBR","CPI","TOT","IDX2010","Q","1972-Q2",11.37009,
"GBR","CPI","TOT","IDX2010","Q","1972-Q3",11.55645,
"GBR","CPI","TOT","IDX2010","Q","1972-Q4",11.83831,
"GBR","CPI","TOT","IDX2010","Q","1973-Q1",12.04563,
"GBR","CPI","TOT","IDX2010","Q","1973-Q2",12.42999,
"GBR","CPI","TOT","IDX2010","Q","1973-Q3",12.61868,
"GBR","CPI","TOT","IDX2010","Q","1973-Q4",13.05429,
"GBR","CPI","TOT","IDX2010","Q","1974-Q1",13.59583,
"GBR","CPI","TOT","IDX2010","Q","1974-Q2",14.40452,
"GBR","CPI","TOT","IDX2010","Q","1974-Q3",14.76642,
"GBR","CPI","TOT","IDX2010","Q","1974-Q4",15.42767,
"GBR","CPI","TOT","IDX2010","Q","1975-Q1",16.35699,
"GBR","CPI","TOT","IDX2010","Q","1975-Q2",17.90289,
"GBR","CPI","TOT","IDX2010","Q","1975-Q3",18.68924,
"GBR","CPI","TOT","IDX2010","Q","1975-Q4",19.33261,
"GBR","CPI","TOT","IDX2010","Q","1976-Q1",20.02961,
"GBR","CPI","TOT","IDX2010","Q","1976-Q2",20.76234,
"GBR","CPI","TOT","IDX2010","Q","1976-Q3",21.24041,
"GBR","CPI","TOT","IDX2010","Q","1976-Q4",22.21888,
"GBR","CPI","TOT","IDX2010","Q","1977-Q1",23.33586,
"GBR","CPI","TOT","IDX2010","Q","1977-Q2",24.37688,
"GBR","CPI","TOT","IDX2010","Q","1977-Q3",24.76112,
"GBR","CPI","TOT","IDX2010","Q","1977-Q4",25.12302,
"GBR","CPI","TOT","IDX2010","Q","1978-Q1",25.55194,
"GBR","CPI","TOT","IDX2010","Q","1978-Q2",26.24893,
"GBR","CPI","TOT","IDX2010","Q","1978-Q3",26.70465,
"GBR","CPI","TOT","IDX2010","Q","1978-Q4",27.15591,
"GBR","CPI","TOT","IDX2010","Q","1979-Q1",28.00035,
"GBR","CPI","TOT","IDX2010","Q","1979-Q2",29.02796,
"GBR","CPI","TOT","IDX2010","Q","1979-Q3",30.9715,
"GBR","CPI","TOT","IDX2010","Q","1979-Q4",31.84274,
"GBR","CPI","TOT","IDX2010","Q","1980-Q1",33.34396,
"GBR","CPI","TOT","IDX2010","Q","1980-Q2",35.28303,
"GBR","CPI","TOT","IDX2010","Q","1980-Q3",36.03811,
"GBR","CPI","TOT","IDX2010","Q","1980-Q4",36.70829,
"GBR","CPI","TOT","IDX2010","Q","1981-Q1",37.57953,
"GBR","CPI","TOT","IDX2010","Q","1981-Q2",39.41137,
"GBR","CPI","TOT","IDX2010","Q","1981-Q3",40.09496,
"GBR","CPI","TOT","IDX2010","Q","1981-Q4",41.0779,
"GBR","CPI","TOT","IDX2010","Q","1982-Q1",41.76149,
"GBR","CPI","TOT","IDX2010","Q","1982-Q2",43.09739,
"GBR","CPI","TOT","IDX2010","Q","1982-Q3",43.29398,
"GBR","CPI","TOT","IDX2010","Q","1982-Q4",43.6112,
"GBR","CPI","TOT","IDX2010","Q","1983-Q1",43.83459,
"GBR","CPI","TOT","IDX2010","Q","1983-Q2",44.72818,
"GBR","CPI","TOT","IDX2010","Q","1983-Q3",45.30453,
"GBR","CPI","TOT","IDX2010","Q","1983-Q4",45.81387,
"GBR","CPI","TOT","IDX2010","Q","1984-Q1",46.09535,
"GBR","CPI","TOT","IDX2010","Q","1984-Q2",47.02914,
"GBR","CPI","TOT","IDX2010","Q","1984-Q3",47.44019,
"GBR","CPI","TOT","IDX2010","Q","1984-Q4",48.02995,
"GBR","CPI","TOT","IDX2010","Q","1985-Q1",48.63195,
"GBR","CPI","TOT","IDX2010","Q","1985-Q2",50.30649,
"GBR","CPI","TOT","IDX2010","Q","1985-Q3",50.42987,
"GBR","CPI","TOT","IDX2010","Q","1985-Q4",50.67665,
"GBR","CPI","TOT","IDX2010","Q","1986-Q1",51.02918,
"GBR","CPI","TOT","IDX2010","Q","1986-Q2",51.69899,
"GBR","CPI","TOT","IDX2010","Q","1986-Q3",51.75187,
"GBR","CPI","TOT","IDX2010","Q","1986-Q4",52.42169,
"GBR","CPI","TOT","IDX2010","Q","1987-Q1",53.05625,
"GBR","CPI","TOT","IDX2010","Q","1987-Q2",53.86707,
"GBR","CPI","TOT","IDX2010","Q","1987-Q3",53.99046,
"GBR","CPI","TOT","IDX2010","Q","1987-Q4",54.57214,
"GBR","CPI","TOT","IDX2010","Q","1988-Q1",54.7755,
"GBR","CPI","TOT","IDX2010","Q","1988-Q2",55.8665,
"GBR","CPI","TOT","IDX2010","Q","1988-Q3",56.31794,
"GBR","CPI","TOT","IDX2010","Q","1988-Q4",56.95749,
"GBR","CPI","TOT","IDX2010","Q","1989-Q1",57.44656,
"GBR","CPI","TOT","IDX2010","Q","1989-Q2",58.76328,
"GBR","CPI","TOT","IDX2010","Q","1989-Q3",59.1771,
"GBR","CPI","TOT","IDX2010","Q","1989-Q4",60.11762,
"GBR","CPI","TOT","IDX2010","Q","1990-Q1",60.83241,
"GBR","CPI","TOT","IDX2010","Q","1990-Q2",62.75106,
"GBR","CPI","TOT","IDX2010","Q","1990-Q3",63.65395,
"GBR","CPI","TOT","IDX2010","Q","1990-Q4",64.82018,
"GBR","CPI","TOT","IDX2010","Q","1991-Q1",65.08353,
"GBR","CPI","TOT","IDX2010","Q","1991-Q2",68.01793,
"GBR","CPI","TOT","IDX2010","Q","1991-Q3",68.507,
"GBR","CPI","TOT","IDX2010","Q","1991-Q4",69.37227,
"GBR","CPI","TOT","IDX2010","Q","1992-Q1",69.63561,
"GBR","CPI","TOT","IDX2010","Q","1992-Q2",70.91471,
"GBR","CPI","TOT","IDX2010","Q","1992-Q3",70.76423,
"GBR","CPI","TOT","IDX2010","Q","1992-Q4",71.2533,
"GBR","CPI","TOT","IDX2010","Q","1993-Q1",71.29092,
"GBR","CPI","TOT","IDX2010","Q","1993-Q2",72.64526,
"GBR","CPI","TOT","IDX2010","Q","1993-Q3",72.79574,
"GBR","CPI","TOT","IDX2010","Q","1993-Q4",72.94622,
"GBR","CPI","TOT","IDX2010","Q","1994-Q1",72.98384,
"GBR","CPI","TOT","IDX2010","Q","1994-Q2",74.07484,
"GBR","CPI","TOT","IDX2010","Q","1994-Q3",74.03722,
"GBR","CPI","TOT","IDX2010","Q","1994-Q4",74.22532,
"GBR","CPI","TOT","IDX2010","Q","1995-Q1",74.82725,
"GBR","CPI","TOT","IDX2010","Q","1995-Q2",75.91824,
"GBR","CPI","TOT","IDX2010","Q","1995-Q3",76.03111,
"GBR","CPI","TOT","IDX2010","Q","1995-Q4",76.44493,
"GBR","CPI","TOT","IDX2010","Q","1996-Q1",76.85876,
"GBR","CPI","TOT","IDX2010","Q","1996-Q2",77.72403,
"GBR","CPI","TOT","IDX2010","Q","1996-Q3",77.79927,
"GBR","CPI","TOT","IDX2010","Q","1996-Q4",78.28834,
"GBR","CPI","TOT","IDX2010","Q","1997-Q1",78.28834,
"GBR","CPI","TOT","IDX2010","Q","1997-Q2",79.00313,
"GBR","CPI","TOT","IDX2010","Q","1997-Q3",79.30409,
"GBR","CPI","TOT","IDX2010","Q","1997-Q4",79.71792,
"GBR","CPI","TOT","IDX2010","Q","1998-Q1",79.56744,
"GBR","CPI","TOT","IDX2010","Q","1998-Q2",80.43271,
"GBR","CPI","TOT","IDX2010","Q","1998-Q3",80.39509,
"GBR","CPI","TOT","IDX2010","Q","1998-Q4",80.84653,
"GBR","CPI","TOT","IDX2010","Q","1999-Q1",80.80891,
"GBR","CPI","TOT","IDX2010","Q","1999-Q2",81.59895,
"GBR","CPI","TOT","IDX2010","Q","1999-Q3",81.41084,
"GBR","CPI","TOT","IDX2010","Q","1999-Q4",81.74943,
"GBR","CPI","TOT","IDX2010","Q","2000-Q1",81.41084,
"GBR","CPI","TOT","IDX2010","Q","2000-Q2",82.12563,
"GBR","CPI","TOT","IDX2010","Q","2000-Q3",82.05039,
"GBR","CPI","TOT","IDX2010","Q","2000-Q4",82.57708,
"GBR","CPI","TOT","IDX2010","Q","2001-Q1",82.12563,
"GBR","CPI","TOT","IDX2010","Q","2001-Q2",83.32949,
"GBR","CPI","TOT","IDX2010","Q","2001-Q3",83.36711,
"GBR","CPI","TOT","IDX2010","Q","2001-Q4",83.40473,
"GBR","CPI","TOT","IDX2010","Q","2002-Q1",83.36711,
"GBR","CPI","TOT","IDX2010","Q","2002-Q2",84.11952,
"GBR","CPI","TOT","IDX2010","Q","2002-Q3",84.19476,
"GBR","CPI","TOT","IDX2010","Q","2002-Q4",84.64621,
"GBR","CPI","TOT","IDX2010","Q","2003-Q1",84.64621,
"GBR","CPI","TOT","IDX2010","Q","2003-Q2",85.1729,
"GBR","CPI","TOT","IDX2010","Q","2003-Q3",85.32338,
"GBR","CPI","TOT","IDX2010","Q","2003-Q4",85.81245,
"GBR","CPI","TOT","IDX2010","Q","2004-Q1",85.73721,
"GBR","CPI","TOT","IDX2010","Q","2004-Q2",86.37675,
"GBR","CPI","TOT","IDX2010","Q","2004-Q3",86.41438,
"GBR","CPI","TOT","IDX2010","Q","2004-Q4",87.0163,
"GBR","CPI","TOT","IDX2010","Q","2005-Q1",87.12542,"B"
"GBR","CPI","TOT","IDX2010","Q","2005-Q2",88.01332,
"GBR","CPI","TOT","IDX2010","Q","2005-Q3",88.45727,
"GBR","CPI","TOT","IDX2010","Q","2005-Q4",88.90122,
"GBR","CPI","TOT","IDX2010","Q","2006-Q1",89.01221,
"GBR","CPI","TOT","IDX2010","Q","2006-Q2",90.12209,
"GBR","CPI","TOT","IDX2010","Q","2006-Q3",90.67702,
"GBR","CPI","TOT","IDX2010","Q","2006-Q4",91.34295,
"GBR","CPI","TOT","IDX2010","Q","2007-Q1",91.45394,
"GBR","CPI","TOT","IDX2010","Q","2007-Q2",92.45283,
"GBR","CPI","TOT","IDX2010","Q","2007-Q3",92.45283,
"GBR","CPI","TOT","IDX2010","Q","2007-Q4",93.34073,
"GBR","CPI","TOT","IDX2010","Q","2008-Q1",93.78468,
"GBR","CPI","TOT","IDX2010","Q","2008-Q2",95.56049,
"GBR","CPI","TOT","IDX2010","Q","2008-Q3",96.67036,
"GBR","CPI","TOT","IDX2010","Q","2008-Q4",96.78136,
"GBR","CPI","TOT","IDX2010","Q","2009-Q1",96.55938,
"GBR","CPI","TOT","IDX2010","Q","2009-Q2",97.44728,
"GBR","CPI","TOT","IDX2010","Q","2009-Q3",97.89124,
"GBR","CPI","TOT","IDX2010","Q","2009-Q4",98.33518,
"GBR","CPI","TOT","IDX2010","Q","2010-Q1",98.89012,
"GBR","CPI","TOT","IDX2010","Q","2010-Q2",99.88902,
"GBR","CPI","TOT","IDX2010","Q","2010-Q3",100.222,
"GBR","CPI","TOT","IDX2010","Q","2010-Q4",101.1099,
"GBR","CPI","TOT","IDX2010","Q","2011-Q1",102.3307,
"GBR","CPI","TOT","IDX2010","Q","2011-Q2",103.6626,
"GBR","CPI","TOT","IDX2010","Q","2011-Q3",104.2175,
"GBR","CPI","TOT","IDX2010","Q","2011-Q4",105.1054,
"GBR","CPI","TOT","IDX2010","Q","2012-Q1",105.5494,
"GBR","CPI","TOT","IDX2010","Q","2012-Q2",106.3263,
"GBR","CPI","TOT","IDX2010","Q","2012-Q3",106.6593,
"GBR","CPI","TOT","IDX2010","Q","2012-Q4",107.6582,
"GBR","CPI","TOT","IDX2010","Q","2013-Q1",108.1021,
"GBR","CPI","TOT","IDX2010","Q","2013-Q2",108.879,
"GBR","CPI","TOT","IDX2010","Q","2013-Q3",109.212,
"GBR","CPI","TOT","IDX2010","Q","2013-Q4",109.7669,
"GBR","CPI","TOT","IDX2010","Q","2014-Q1",109.8779,
"GBR","CPI","TOT","IDX2010","Q","2014-Q2",110.6548,
"GBR","CPI","TOT","IDX2010","Q","2014-Q3",110.7658,
"GBR","CPI","TOT","IDX2010","Q","2014-Q4",110.9878,
"GBR","CPI","TOT","IDX2010","Q","2015-Q1",110.3219,
"GBR","CPI","TOT","IDX2010","Q","2015-Q2",110.9878,
"GBR","CPI","TOT","IDX2010","Q","2015-Q3",111.2098,
"GBR","CPI","TOT","IDX2010","Q","2015-Q4",111.4317,
"GBR","CPI","TOT","IDX2010","Q","2016-Q1",111.0988,
"GBR","CPI","TOT","IDX2010","Q","2016-Q2",111.8757,
"GBR","CPI","TOT","IDX2010","Q","2016-Q3",112.3196,
"GBR","CPI","TOT","IDX2010","Q","2016-Q4",113.0966,
"GBR","CPI","TOT","IDX2010","Q","2017-Q1",113.5405,
"GBR","CPI","TOT","IDX2010","Q","2017-Q2",114.7614,
"GBR","CPI","TOT","IDX2010","Q","2017-Q3",115.3163,
"GBR","CPI","TOT","IDX2010","Q","2017-Q4",116.2042,
"GBR","CPI","TOT","IDX2010","Q","2018-Q1",116.3152,
"USA","CPI","TOT","IDX2010","Q","1955-Q1",12.24459,
"USA","CPI","TOT","IDX2010","Q","1955-Q2",12.24459,
"USA","CPI","TOT","IDX2010","Q","1955-Q3",12.30574,
"USA","CPI","TOT","IDX2010","Q","1955-Q4",12.32102,
"USA","CPI","TOT","IDX2010","Q","1956-Q1",12.29045,
"USA","CPI","TOT","IDX2010","Q","1956-Q2",12.39746,
"USA","CPI","TOT","IDX2010","Q","1956-Q3",12.55032,
"USA","CPI","TOT","IDX2010","Q","1956-Q4",12.62675,
"USA","CPI","TOT","IDX2010","Q","1957-Q1",12.70319,
"USA","CPI","TOT","IDX2010","Q","1957-Q2",12.84077,
"USA","CPI","TOT","IDX2010","Q","1957-Q3",12.97835,
"USA","CPI","TOT","IDX2010","Q","1957-Q4",13.00892,
"USA","CPI","TOT","IDX2010","Q","1958-Q1",13.1465,
"USA","CPI","TOT","IDX2010","Q","1958-Q2",13.25351,
"USA","CPI","TOT","IDX2010","Q","1958-Q3",13.26879,
"USA","CPI","TOT","IDX2010","Q","1958-Q4",13.26879,
"USA","CPI","TOT","IDX2010","Q","1959-Q1",13.26879,
"USA","CPI","TOT","IDX2010","Q","1959-Q2",13.31465,
"USA","CPI","TOT","IDX2010","Q","1959-Q3",13.40637,
"USA","CPI","TOT","IDX2010","Q","1959-Q4",13.48281,
"USA","CPI","TOT","IDX2010","Q","1960-Q1",13.46752,
"USA","CPI","TOT","IDX2010","Q","1960-Q2",13.54395,
"USA","CPI","TOT","IDX2010","Q","1960-Q3",13.57453,
"USA","CPI","TOT","IDX2010","Q","1960-Q4",13.66625,
"USA","CPI","TOT","IDX2010","Q","1961-Q1",13.66625,
"USA","CPI","TOT","IDX2010","Q","1961-Q2",13.66625,
"USA","CPI","TOT","IDX2010","Q","1961-Q3",13.74268,
"USA","CPI","TOT","IDX2010","Q","1961-Q4",13.75797,
"USA","CPI","TOT","IDX2010","Q","1962-Q1",13.78854,
"USA","CPI","TOT","IDX2010","Q","1962-Q2",13.84968,
"USA","CPI","TOT","IDX2010","Q","1962-Q3",13.91083,
"USA","CPI","TOT","IDX2010","Q","1962-Q4",13.94141,
"USA","CPI","TOT","IDX2010","Q","1963-Q1",13.95669,
"USA","CPI","TOT","IDX2010","Q","1963-Q2",14.00255,
"USA","CPI","TOT","IDX2010","Q","1963-Q3",14.07898,
"USA","CPI","TOT","IDX2010","Q","1963-Q4",14.14013,
"USA","CPI","TOT","IDX2010","Q","1964-Q1",14.1707,
"USA","CPI","TOT","IDX2010","Q","1964-Q2",14.18599,
"USA","CPI","TOT","IDX2010","Q","1964-Q3",14.24714,
"USA","CPI","TOT","IDX2010","Q","1964-Q4",14.293,
"USA","CPI","TOT","IDX2010","Q","1965-Q1",14.32357,
"USA","CPI","TOT","IDX2010","Q","1965-Q2",14.43058,
"USA","CPI","TOT","IDX2010","Q","1965-Q3",14.49172,
"USA","CPI","TOT","IDX2010","Q","1965-Q4",14.55287,
"USA","CPI","TOT","IDX2010","Q","1966-Q1",14.65988,
"USA","CPI","TOT","IDX2010","Q","1966-Q2",14.82803,
"USA","CPI","TOT","IDX2010","Q","1966-Q3",14.96561,
"USA","CPI","TOT","IDX2010","Q","1966-Q4",15.0879,
"USA","CPI","TOT","IDX2010","Q","1967-Q1",15.10319,
"USA","CPI","TOT","IDX2010","Q","1967-Q2",15.22548,
"USA","CPI","TOT","IDX2010","Q","1967-Q3",15.36306,
"USA","CPI","TOT","IDX2010","Q","1967-Q4",15.50064,
"USA","CPI","TOT","IDX2010","Q","1968-Q1",15.68408,
"USA","CPI","TOT","IDX2010","Q","1968-Q2",15.83695,
"USA","CPI","TOT","IDX2010","Q","1968-Q3",16.05096,
"USA","CPI","TOT","IDX2010","Q","1968-Q4",16.2344,
"USA","CPI","TOT","IDX2010","Q","1969-Q1",16.43312,
"USA","CPI","TOT","IDX2010","Q","1969-Q2",16.70828,
"USA","CPI","TOT","IDX2010","Q","1969-Q3",16.95287,
"USA","CPI","TOT","IDX2010","Q","1969-Q4",17.19746,
"USA","CPI","TOT","IDX2010","Q","1970-Q1",17.42676,
"USA","CPI","TOT","IDX2010","Q","1970-Q2",17.7172,
"USA","CPI","TOT","IDX2010","Q","1970-Q3",17.91593,
"USA","CPI","TOT","IDX2010","Q","1970-Q4",18.16051,
"USA","CPI","TOT","IDX2010","Q","1971-Q1",18.29809,
"USA","CPI","TOT","IDX2010","Q","1971-Q2",18.49682,
"USA","CPI","TOT","IDX2010","Q","1971-Q3",18.69555,
"USA","CPI","TOT","IDX2010","Q","1971-Q4",18.78727,
"USA","CPI","TOT","IDX2010","Q","1972-Q1",18.92484,
"USA","CPI","TOT","IDX2010","Q","1972-Q2",19.07771,
"USA","CPI","TOT","IDX2010","Q","1972-Q3",19.26115,
"USA","CPI","TOT","IDX2010","Q","1972-Q4",19.44459,
"USA","CPI","TOT","IDX2010","Q","1973-Q1",19.68918,
"USA","CPI","TOT","IDX2010","Q","1973-Q2",20.13249,
"USA","CPI","TOT","IDX2010","Q","1973-Q3",20.5758,
"USA","CPI","TOT","IDX2010","Q","1973-Q4",21.04969,
"USA","CPI","TOT","IDX2010","Q","1974-Q1",21.64586,
"USA","CPI","TOT","IDX2010","Q","1974-Q2",22.25733,
"USA","CPI","TOT","IDX2010","Q","1974-Q3",22.92994,
"USA","CPI","TOT","IDX2010","Q","1974-Q4",23.61784,
"USA","CPI","TOT","IDX2010","Q","1975-Q1",24.04587,
"USA","CPI","TOT","IDX2010","Q","1975-Q2",24.41274,
"USA","CPI","TOT","IDX2010","Q","1975-Q3",24.93249,
"USA","CPI","TOT","IDX2010","Q","1975-Q4",25.32994,
"USA","CPI","TOT","IDX2010","Q","1976-Q1",25.57453,
"USA","CPI","TOT","IDX2010","Q","1976-Q2",25.89555,
"USA","CPI","TOT","IDX2010","Q","1976-Q3",26.30829,
"USA","CPI","TOT","IDX2010","Q","1976-Q4",26.61402,
"USA","CPI","TOT","IDX2010","Q","1977-Q1",27.07262,
"USA","CPI","TOT","IDX2010","Q","1977-Q2",27.6688,
"USA","CPI","TOT","IDX2010","Q","1977-Q3",28.06625,
"USA","CPI","TOT","IDX2010","Q","1977-Q4",28.37198,
"USA","CPI","TOT","IDX2010","Q","1978-Q1",28.86115,
"USA","CPI","TOT","IDX2010","Q","1978-Q2",29.59491,
"USA","CPI","TOT","IDX2010","Q","1978-Q3",30.2981,
"USA","CPI","TOT","IDX2010","Q","1978-Q4",30.90956,
"USA","CPI","TOT","IDX2010","Q","1979-Q1",31.67389,
"USA","CPI","TOT","IDX2010","Q","1979-Q2",32.77453,
"USA","CPI","TOT","IDX2010","Q","1979-Q3",33.85988,
"USA","CPI","TOT","IDX2010","Q","1979-Q4",34.82294,
"USA","CPI","TOT","IDX2010","Q","1980-Q1",36.19873,
"USA","CPI","TOT","IDX2010","Q","1980-Q2",37.52867,
"USA","CPI","TOT","IDX2010","Q","1980-Q3",38.21657,
"USA","CPI","TOT","IDX2010","Q","1980-Q4",39.22549,
"USA","CPI","TOT","IDX2010","Q","1981-Q1",40.26498,
"USA","CPI","TOT","IDX2010","Q","1981-Q2",41.19746,
"USA","CPI","TOT","IDX2010","Q","1981-Q3",42.35925,
"USA","CPI","TOT","IDX2010","Q","1981-Q4",42.97071,
"USA","CPI","TOT","IDX2010","Q","1982-Q1",43.3223,
"USA","CPI","TOT","IDX2010","Q","1982-Q2",43.97963,
"USA","CPI","TOT","IDX2010","Q","1982-Q3",44.80511,
"USA","CPI","TOT","IDX2010","Q","1982-Q4",44.91211,
"USA","CPI","TOT","IDX2010","Q","1983-Q1",44.88154,
"USA","CPI","TOT","IDX2010","Q","1983-Q2",45.44714,
"USA","CPI","TOT","IDX2010","Q","1983-Q3",45.98218,
"USA","CPI","TOT","IDX2010","Q","1983-Q4",46.39492,
"USA","CPI","TOT","IDX2010","Q","1984-Q1",46.91466,
"USA","CPI","TOT","IDX2010","Q","1984-Q2",47.41912,
"USA","CPI","TOT","IDX2010","Q","1984-Q3",47.93887,
"USA","CPI","TOT","IDX2010","Q","1984-Q4",48.29046,
"USA","CPI","TOT","IDX2010","Q","1985-Q1",48.59619,
"USA","CPI","TOT","IDX2010","Q","1985-Q2",49.19237,
"USA","CPI","TOT","IDX2010","Q","1985-Q3",49.54396,
"USA","CPI","TOT","IDX2010","Q","1985-Q4",49.98727,
"USA","CPI","TOT","IDX2010","Q","1986-Q1",50.09428,
"USA","CPI","TOT","IDX2010","Q","1986-Q2",49.98727,
"USA","CPI","TOT","IDX2010","Q","1986-Q3",50.35415,
"USA","CPI","TOT","IDX2010","Q","1986-Q4",50.62931,
"USA","CPI","TOT","IDX2010","Q","1987-Q1",51.19492,
"USA","CPI","TOT","IDX2010","Q","1987-Q2",51.86753,
"USA","CPI","TOT","IDX2010","Q","1987-Q3",52.46371,
"USA","CPI","TOT","IDX2010","Q","1987-Q4",52.90702,
"USA","CPI","TOT","IDX2010","Q","1988-Q1",53.22804,
"USA","CPI","TOT","IDX2010","Q","1988-Q2",53.90065,
"USA","CPI","TOT","IDX2010","Q","1988-Q3",54.61912,
