"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","CPI","TOT","IDX2010","Q","1978-Q3",16.1858,
"ITA","CPI","TOT","IDX2010","Q","1978-Q4",16.67382,
"ITA","CPI","TOT","IDX2010","Q","1979-Q1",17.31637,
"ITA","CPI","TOT","IDX2010","Q","1979-Q2",17.95486,
"ITA","CPI","TOT","IDX2010","Q","1979-Q3",18.58114,
"ITA","CPI","TOT","IDX2010","Q","1979-Q4",19.62224,
"ITA","CPI","TOT","IDX2010","Q","1980-Q1",20.89108,
"ITA","CPI","TOT","IDX2010","Q","1980-Q2",21.7085,
"ITA","CPI","TOT","IDX2010","Q","1980-Q3",22.63166,
"ITA","CPI","TOT","IDX2010","Q","1980-Q4",23.72019,
"ITA","CPI","TOT","IDX2010","Q","1981-Q1",24.72342,
"ITA","CPI","TOT","IDX2010","Q","1981-Q2",25.81449,
"ITA","CPI","TOT","IDX2010","Q","1981-Q3",26.5864,
"ITA","CPI","TOT","IDX2010","Q","1981-Q4",27.81107,
"ITA","CPI","TOT","IDX2010","Q","1982-Q1",28.93182,
"ITA","CPI","TOT","IDX2010","Q","1982-Q2",29.80764,
"ITA","CPI","TOT","IDX2010","Q","1982-Q3",31.03231,
"ITA","CPI","TOT","IDX2010","Q","1982-Q4",32.45737,
"ITA","CPI","TOT","IDX2010","Q","1983-Q1",33.6004,
"ITA","CPI","TOT","IDX2010","Q","1983-Q2",34.57271,
"ITA","CPI","TOT","IDX2010","Q","1983-Q3",35.36689,
"ITA","CPI","TOT","IDX2010","Q","1983-Q4",36.59155,
"ITA","CPI","TOT","IDX2010","Q","1984-Q1",37.66035,
"ITA","CPI","TOT","IDX2010","Q","1984-Q2",38.51391,
"ITA","CPI","TOT","IDX2010","Q","1984-Q3",39.07058,
"ITA","CPI","TOT","IDX2010","Q","1984-Q4",40.0132,
"ITA","CPI","TOT","IDX2010","Q","1985-Q1",41.17649,
"ITA","CPI","TOT","IDX2010","Q","1985-Q2",42.15117,
"ITA","CPI","TOT","IDX2010","Q","1985-Q3",42.64557,
"ITA","CPI","TOT","IDX2010","Q","1985-Q4",43.57786,
"ITA","CPI","TOT","IDX2010","Q","1986-Q1",44.2559,
"ITA","CPI","TOT","IDX2010","Q","1986-Q2",44.70792,
"ITA","CPI","TOT","IDX2010","Q","1986-Q3",44.96218,
"ITA","CPI","TOT","IDX2010","Q","1986-Q4",45.49896,
"ITA","CPI","TOT","IDX2010","Q","1987-Q1",46.14874,
"ITA","CPI","TOT","IDX2010","Q","1987-Q2",46.68552,
"ITA","CPI","TOT","IDX2010","Q","1987-Q3",47.1658,
"ITA","CPI","TOT","IDX2010","Q","1987-Q4",47.94271,
"ITA","CPI","TOT","IDX2010","Q","1988-Q1",48.52187,
"ITA","CPI","TOT","IDX2010","Q","1988-Q2",49.03039,
"ITA","CPI","TOT","IDX2010","Q","1988-Q3",49.51067,
"ITA","CPI","TOT","IDX2010","Q","1988-Q4",50.38646,
"ITA","CPI","TOT","IDX2010","Q","1989-Q1",51.36114,
"ITA","CPI","TOT","IDX2010","Q","1989-Q2",52.19455,
"ITA","CPI","TOT","IDX2010","Q","1989-Q3",52.67483,
"ITA","CPI","TOT","IDX2010","Q","1989-Q4",53.57888,
"ITA","CPI","TOT","IDX2010","Q","1990-Q1",54.68068,
"ITA","CPI","TOT","IDX2010","Q","1990-Q2",55.37284,
"ITA","CPI","TOT","IDX2010","Q","1990-Q3",56.12151,
"ITA","CPI","TOT","IDX2010","Q","1990-Q4",57.18093,
"ITA","CPI","TOT","IDX2010","Q","1991-Q1",58.147,
"ITA","CPI","TOT","IDX2010","Q","1991-Q2",58.98459,
"ITA","CPI","TOT","IDX2010","Q","1991-Q3",59.67327,
"ITA","CPI","TOT","IDX2010","Q","1991-Q4",60.51085,
"ITA","CPI","TOT","IDX2010","Q","1992-Q1",61.46012,
"ITA","CPI","TOT","IDX2010","Q","1992-Q2",62.22325,
"ITA","CPI","TOT","IDX2010","Q","1992-Q3",62.68858,
"ITA","CPI","TOT","IDX2010","Q","1992-Q4",63.45171,
"ITA","CPI","TOT","IDX2010","Q","1993-Q1",64.27068,
"ITA","CPI","TOT","IDX2010","Q","1993-Q2",65.05242,
"ITA","CPI","TOT","IDX2010","Q","1993-Q3",65.70388,
"ITA","CPI","TOT","IDX2010","Q","1993-Q4",66.35533,
"ITA","CPI","TOT","IDX2010","Q","1994-Q1",67.08125,
"ITA","CPI","TOT","IDX2010","Q","1994-Q2",67.69547,
"ITA","CPI","TOT","IDX2010","Q","1994-Q3",68.21664,
"ITA","CPI","TOT","IDX2010","Q","1994-Q4",68.97977,
"ITA","CPI","TOT","IDX2010","Q","1995-Q1",70.00348,
"ITA","CPI","TOT","IDX2010","Q","1995-Q2",71.30639,
"ITA","CPI","TOT","IDX2010","Q","1995-Q3",72.06953,
"ITA","CPI","TOT","IDX2010","Q","1995-Q4",72.83266,
"ITA","CPI","TOT","IDX2010","Q","1996-Q1",73.6271,
"ITA","CPI","TOT","IDX2010","Q","1996-Q2",74.43802,
"ITA","CPI","TOT","IDX2010","Q","1996-Q3",74.62882,
"ITA","CPI","TOT","IDX2010","Q","1996-Q4",74.98659,
"ITA","CPI","TOT","IDX2010","Q","1997-Q1",75.4636,
"ITA","CPI","TOT","IDX2010","Q","1997-Q2",75.84521,
"ITA","CPI","TOT","IDX2010","Q","1997-Q3",75.98831,
"ITA","CPI","TOT","IDX2010","Q","1997-Q4",76.46532,
"ITA","CPI","TOT","IDX2010","Q","1998-Q1",76.99004,
"ITA","CPI","TOT","IDX2010","Q","1998-Q2",77.39551,
"ITA","CPI","TOT","IDX2010","Q","1998-Q3",77.5386,
"ITA","CPI","TOT","IDX2010","Q","1998-Q4",77.77711,
"ITA","CPI","TOT","IDX2010","Q","1999-Q1",78.06332,
"ITA","CPI","TOT","IDX2010","Q","1999-Q2",78.51649,
"ITA","CPI","TOT","IDX2010","Q","1999-Q3",78.87424,
"ITA","CPI","TOT","IDX2010","Q","1999-Q4",79.39896,
"ITA","CPI","TOT","IDX2010","Q","2000-Q1",79.89983,
"ITA","CPI","TOT","IDX2010","Q","2000-Q2",80.47224,
"ITA","CPI","TOT","IDX2010","Q","2000-Q3",80.94926,
"ITA","CPI","TOT","IDX2010","Q","2000-Q4",81.52168,
"ITA","CPI","TOT","IDX2010","Q","2001-Q1",82.21334,
"ITA","CPI","TOT","IDX2010","Q","2001-Q2",82.92886,
"ITA","CPI","TOT","IDX2010","Q","2001-Q3",83.21507,
"ITA","CPI","TOT","IDX2010","Q","2001-Q4",83.47743,
"ITA","CPI","TOT","IDX2010","Q","2002-Q1",84.19296,
"ITA","CPI","TOT","IDX2010","Q","2002-Q2",84.81307,
"ITA","CPI","TOT","IDX2010","Q","2002-Q3",85.21853,
"ITA","CPI","TOT","IDX2010","Q","2002-Q4",85.79095,
"ITA","CPI","TOT","IDX2010","Q","2003-Q1",86.48262,
"ITA","CPI","TOT","IDX2010","Q","2003-Q2",87.10274,
"ITA","CPI","TOT","IDX2010","Q","2003-Q3",87.5559,
"ITA","CPI","TOT","IDX2010","Q","2003-Q4",87.96136,
"ITA","CPI","TOT","IDX2010","Q","2004-Q1",88.46223,
"ITA","CPI","TOT","IDX2010","Q","2004-Q2",89.13004,
"ITA","CPI","TOT","IDX2010","Q","2004-Q3",89.51166,
"ITA","CPI","TOT","IDX2010","Q","2004-Q4",89.70246,
"ITA","CPI","TOT","IDX2010","Q","2005-Q1",90.15562,
"ITA","CPI","TOT","IDX2010","Q","2005-Q2",90.77574,
"ITA","CPI","TOT","IDX2010","Q","2005-Q3",91.32431,
"ITA","CPI","TOT","IDX2010","Q","2005-Q4",91.63437,
"ITA","CPI","TOT","IDX2010","Q","2006-Q1",92.08753,
"ITA","CPI","TOT","IDX2010","Q","2006-Q2",92.80305,
"ITA","CPI","TOT","IDX2010","Q","2006-Q3",93.30392,
"ITA","CPI","TOT","IDX2010","Q","2006-Q4",93.30392,
"ITA","CPI","TOT","IDX2010","Q","2007-Q1",93.68553,
"ITA","CPI","TOT","IDX2010","Q","2007-Q2",94.2818,
"ITA","CPI","TOT","IDX2010","Q","2007-Q3",94.83036,
"ITA","CPI","TOT","IDX2010","Q","2007-Q4",95.49818,
"ITA","CPI","TOT","IDX2010","Q","2008-Q1",96.54762,
"ITA","CPI","TOT","IDX2010","Q","2008-Q2",97.64474,
"ITA","CPI","TOT","IDX2010","Q","2008-Q3",98.59877,
"ITA","CPI","TOT","IDX2010","Q","2008-Q4",98.16946,
"ITA","CPI","TOT","IDX2010","Q","2009-Q1",97.97865,
"ITA","CPI","TOT","IDX2010","Q","2009-Q2",98.47952,
"ITA","CPI","TOT","IDX2010","Q","2009-Q3",98.71803,
"ITA","CPI","TOT","IDX2010","Q","2009-Q4",98.81343,
"ITA","CPI","TOT","IDX2010","Q","2010-Q1",99.24274,
"ITA","CPI","TOT","IDX2010","Q","2010-Q2",99.86286,
"ITA","CPI","TOT","IDX2010","Q","2010-Q3",100.316,
"ITA","CPI","TOT","IDX2010","Q","2010-Q4",100.5784,
"ITA","CPI","TOT","IDX2010","Q","2011-Q1",101.5636,
"ITA","CPI","TOT","IDX2010","Q","2011-Q2",102.5306,
"ITA","CPI","TOT","IDX2010","Q","2011-Q3",103.1307,
"ITA","CPI","TOT","IDX2010","Q","2011-Q4",103.8976,
"ITA","CPI","TOT","IDX2010","Q","2012-Q1",104.8646,
"ITA","CPI","TOT","IDX2010","Q","2012-Q2",105.8982,
"ITA","CPI","TOT","IDX2010","Q","2012-Q3",106.3984,
"ITA","CPI","TOT","IDX2010","Q","2012-Q4",106.4651,
"ITA","CPI","TOT","IDX2010","Q","2013-Q1",106.8652,
"ITA","CPI","TOT","IDX2010","Q","2013-Q2",107.1319,
"ITA","CPI","TOT","IDX2010","Q","2013-Q3",107.5987,
"ITA","CPI","TOT","IDX2010","Q","2013-Q4",107.1986,
"ITA","CPI","TOT","IDX2010","Q","2014-Q1",107.3987,
"ITA","CPI","TOT","IDX2010","Q","2014-Q2",107.5987,
"ITA","CPI","TOT","IDX2010","Q","2014-Q3",107.5321,
"ITA","CPI","TOT","IDX2010","Q","2014-Q4",107.2986,
"ITA","CPI","TOT","IDX2010","Q","2015-Q1",107.1319,
"ITA","CPI","TOT","IDX2010","Q","2015-Q2",107.6654,
"ITA","CPI","TOT","IDX2010","Q","2015-Q3",107.7321,
"ITA","CPI","TOT","IDX2010","Q","2015-Q4",107.4654,
"ITA","CPI","TOT","IDX2010","Q","2016-Q1",107.0302,
"ITA","CPI","TOT","IDX2010","Q","2016-Q2",107.2453,
"ITA","CPI","TOT","IDX2010","Q","2016-Q3",107.7113,
"ITA","CPI","TOT","IDX2010","Q","2016-Q4",107.6037,
"ITA","CPI","TOT","IDX2010","Q","2017-Q1",108.464,
"ITA","CPI","TOT","IDX2010","Q","2017-Q2",108.8583,
"ITA","CPI","TOT","IDX2010","Q","2017-Q3",108.93,
"ITA","CPI","TOT","IDX2010","Q","2017-Q4",108.6074,
"ITA","CPI","TOT","IDX2010","Q","2018-Q1",109.2526,
"JPN","CPI","TOT","IDX2010","Q","1955-Q1",17.6489,
"JPN","CPI","TOT","IDX2010","Q","1955-Q2",17.61728,
"JPN","CPI","TOT","IDX2010","Q","1955-Q3",17.5983,
"JPN","CPI","TOT","IDX2010","Q","1955-Q4",17.49709,
"JPN","CPI","TOT","IDX2010","Q","1956-Q1",17.51606,
"JPN","CPI","TOT","IDX2010","Q","1956-Q2",17.69951,
"JPN","CPI","TOT","IDX2010","Q","1956-Q3",17.66788,
"JPN","CPI","TOT","IDX2010","Q","1956-Q4",17.75644,
"JPN","CPI","TOT","IDX2010","Q","1957-Q1",17.96519,
"JPN","CPI","TOT","IDX2010","Q","1957-Q2",18.18659,
"JPN","CPI","TOT","IDX2010","Q","1957-Q3",18.46493,
"JPN","CPI","TOT","IDX2010","Q","1957-Q4",18.2119,
"JPN","CPI","TOT","IDX2010","Q","1958-Q1",18.0158,
"JPN","CPI","TOT","IDX2010","Q","1958-Q2",18.04743,
"JPN","CPI","TOT","IDX2010","Q","1958-Q3",18.19925,
"JPN","CPI","TOT","IDX2010","Q","1958-Q4",18.21822,
"JPN","CPI","TOT","IDX2010","Q","1959-Q1",18.12966,
"JPN","CPI","TOT","IDX2010","Q","1959-Q2",18.19292,
"JPN","CPI","TOT","IDX2010","Q","1959-Q3",18.38902,
"JPN","CPI","TOT","IDX2010","Q","1959-Q4",18.55349,
"JPN","CPI","TOT","IDX2010","Q","1960-Q1",18.74326,
"JPN","CPI","TOT","IDX2010","Q","1960-Q2",18.91406,
"JPN","CPI","TOT","IDX2010","Q","1960-Q3",19.05322,
"JPN","CPI","TOT","IDX2010","Q","1960-Q4",19.17341,
"JPN","CPI","TOT","IDX2010","Q","1961-Q1",19.50235,
"JPN","CPI","TOT","IDX2010","Q","1961-Q2",19.6352,
"JPN","CPI","TOT","IDX2010","Q","1961-Q3",20.06535,
"JPN","CPI","TOT","IDX2010","Q","1961-Q4",20.75486,
"JPN","CPI","TOT","IDX2010","Q","1962-Q1",21.00789,
"JPN","CPI","TOT","IDX2010","Q","1962-Q2",21.28622,
"JPN","CPI","TOT","IDX2010","Q","1962-Q3",21.45702,
"JPN","CPI","TOT","IDX2010","Q","1962-Q4",21.67209,
"JPN","CPI","TOT","IDX2010","Q","1963-Q1",22.39924,
"JPN","CPI","TOT","IDX2010","Q","1963-Q2",22.77761,
"JPN","CPI","TOT","IDX2010","Q","1963-Q3",22.90373,
"JPN","CPI","TOT","IDX2010","Q","1963-Q4",23.07189,
"JPN","CPI","TOT","IDX2010","Q","1964-Q1",23.14757,
"JPN","CPI","TOT","IDX2010","Q","1964-Q2",23.53434,
"JPN","CPI","TOT","IDX2010","Q","1964-Q3",23.67728,
"JPN","CPI","TOT","IDX2010","Q","1964-Q4",24.25744,
"JPN","CPI","TOT","IDX2010","Q","1965-Q1",24.7367,
"JPN","CPI","TOT","IDX2010","Q","1965-Q2",25.23278,
"JPN","CPI","TOT","IDX2010","Q","1965-Q3",25.22437,
"JPN","CPI","TOT","IDX2010","Q","1965-Q4",25.72045,
"JPN","CPI","TOT","IDX2010","Q","1966-Q1",26.17449,
"JPN","CPI","TOT","IDX2010","Q","1966-Q2",26.51082,
"JPN","CPI","TOT","IDX2010","Q","1966-Q3",26.52763,
"JPN","CPI","TOT","IDX2010","Q","1966-Q4",26.78828,
"JPN","CPI","TOT","IDX2010","Q","1967-Q1",27.29277,
"JPN","CPI","TOT","IDX2010","Q","1967-Q2",27.27596,
"JPN","CPI","TOT","IDX2010","Q","1967-Q3",27.38526,
"JPN","CPI","TOT","IDX2010","Q","1967-Q4",28.27652,
"JPN","CPI","TOT","IDX2010","Q","1968-Q1",28.73056,
"JPN","CPI","TOT","IDX2010","Q","1968-Q2",28.79783,
"JPN","CPI","TOT","IDX2010","Q","1968-Q3",29.01644,
"JPN","CPI","TOT","IDX2010","Q","1968-Q4",29.57137,
"JPN","CPI","TOT","IDX2010","Q","1969-Q1",29.71431,
"JPN","CPI","TOT","IDX2010","Q","1969-Q2",30.25243,
"JPN","CPI","TOT","IDX2010","Q","1969-Q3",30.93349,
"JPN","CPI","TOT","IDX2010","Q","1969-Q4",31.31186,
"JPN","CPI","TOT","IDX2010","Q","1970-Q1",32.0815,
"JPN","CPI","TOT","IDX2010","Q","1970-Q2",32.4959,
"JPN","CPI","TOT","IDX2010","Q","1970-Q3",32.56496,
"JPN","CPI","TOT","IDX2010","Q","1970-Q4",33.5319,
"JPN","CPI","TOT","IDX2010","Q","1971-Q1",34.01537,
"JPN","CPI","TOT","IDX2010","Q","1971-Q2",34.60244,
"JPN","CPI","TOT","IDX2010","Q","1971-Q3",34.9823,
"JPN","CPI","TOT","IDX2010","Q","1971-Q4",35.43124,
"JPN","CPI","TOT","IDX2010","Q","1972-Q1",35.56937,
"JPN","CPI","TOT","IDX2010","Q","1972-Q2",36.36364,
"JPN","CPI","TOT","IDX2010","Q","1972-Q3",36.67444,
"JPN","CPI","TOT","IDX2010","Q","1972-Q4",37.15791,
"JPN","CPI","TOT","IDX2010","Q","1973-Q1",38.22844,
"JPN","CPI","TOT","IDX2010","Q","1973-Q2",40.09324,
"JPN","CPI","TOT","IDX2010","Q","1973-Q3",41.30191,
"JPN","CPI","TOT","IDX2010","Q","1973-Q4",43.06311,
"JPN","CPI","TOT","IDX2010","Q","1974-Q1",47.06898,
"JPN","CPI","TOT","IDX2010","Q","1974-Q2",49.21005,
"JPN","CPI","TOT","IDX2010","Q","1974-Q3",51.00578,
"JPN","CPI","TOT","IDX2010","Q","1974-Q4",53.18139,
"JPN","CPI","TOT","IDX2010","Q","1975-Q1",54.25192,
"JPN","CPI","TOT","IDX2010","Q","1975-Q2",55.73685,
"JPN","CPI","TOT","IDX2010","Q","1975-Q3",56.28939,
"JPN","CPI","TOT","IDX2010","Q","1975-Q4",57.70526,
"JPN","CPI","TOT","IDX2010","Q","1976-Q1",59.08659,
"JPN","CPI","TOT","IDX2010","Q","1976-Q2",60.95139,
"JPN","CPI","TOT","IDX2010","Q","1976-Q3",61.71113,
"JPN","CPI","TOT","IDX2010","Q","1976-Q4",63.2306,
"JPN","CPI","TOT","IDX2010","Q","1977-Q1",64.64646,
"JPN","CPI","TOT","IDX2010","Q","1977-Q2",66.40767,
"JPN","CPI","TOT","IDX2010","Q","1977-Q3",66.61487,
"JPN","CPI","TOT","IDX2010","Q","1977-Q4",67.30553,
"JPN","CPI","TOT","IDX2010","Q","1978-Q1",67.65087,
"JPN","CPI","TOT","IDX2010","Q","1978-Q2",69.06673,
"JPN","CPI","TOT","IDX2010","Q","1978-Q3",69.58474,
"JPN","CPI","TOT","IDX2010","Q","1978-Q4",69.82647,
"JPN","CPI","TOT","IDX2010","Q","1979-Q1",69.68834,
"JPN","CPI","TOT","IDX2010","Q","1979-Q2",71.34594,
"JPN","CPI","TOT","IDX2010","Q","1979-Q3",72.03661,
"JPN","CPI","TOT","IDX2010","Q","1979-Q4",73.27981,
"JPN","CPI","TOT","IDX2010","Q","1980-Q1",74.73021,
"JPN","CPI","TOT","IDX2010","Q","1980-Q2",77.11301,
"JPN","CPI","TOT","IDX2010","Q","1980-Q3",77.90728,
"JPN","CPI","TOT","IDX2010","Q","1980-Q4",78.87421,
"JPN","CPI","TOT","IDX2010","Q","1981-Q1",79.59941,
"JPN","CPI","TOT","IDX2010","Q","1981-Q2",80.91168,
"JPN","CPI","TOT","IDX2010","Q","1981-Q3",81.15341,
"JPN","CPI","TOT","IDX2010","Q","1981-Q4",82.12035,
"JPN","CPI","TOT","IDX2010","Q","1982-Q1",82.12035,
"JPN","CPI","TOT","IDX2010","Q","1982-Q2",82.98368,
"JPN","CPI","TOT","IDX2010","Q","1982-Q3",83.39809,
"JPN","CPI","TOT","IDX2010","Q","1982-Q4",84.15781,
"JPN","CPI","TOT","IDX2010","Q","1983-Q1",83.88155,
"JPN","CPI","TOT","IDX2010","Q","1983-Q2",84.88302,
"JPN","CPI","TOT","IDX2010","Q","1983-Q3",84.64128,
"JPN","CPI","TOT","IDX2010","Q","1983-Q4",85.57368,
"JPN","CPI","TOT","IDX2010","Q","1984-Q1",85.88448,
"JPN","CPI","TOT","IDX2010","Q","1984-Q2",86.60969,
"JPN","CPI","TOT","IDX2010","Q","1984-Q3",86.57515,
"JPN","CPI","TOT","IDX2010","Q","1984-Q4",87.57662,
"JPN","CPI","TOT","IDX2010","Q","1985-Q1",87.71475,
"JPN","CPI","TOT","IDX2010","Q","1985-Q2",88.43996,
"JPN","CPI","TOT","IDX2010","Q","1985-Q3",88.57809,
"JPN","CPI","TOT","IDX2010","Q","1985-Q4",88.95795,
"JPN","CPI","TOT","IDX2010","Q","1986-Q1",89.02702,
"JPN","CPI","TOT","IDX2010","Q","1986-Q2",89.23422,
"JPN","CPI","TOT","IDX2010","Q","1986-Q3",88.78529,
"JPN","CPI","TOT","IDX2010","Q","1986-Q4",88.75076,
"JPN","CPI","TOT","IDX2010","Q","1987-Q1",88.26729,
"JPN","CPI","TOT","IDX2010","Q","1987-Q2",89.37235,
"JPN","CPI","TOT","IDX2010","Q","1987-Q3",89.19969,
"JPN","CPI","TOT","IDX2010","Q","1987-Q4",89.40689,
"JPN","CPI","TOT","IDX2010","Q","1988-Q1",88.95795,
"JPN","CPI","TOT","IDX2010","Q","1988-Q2",89.57956,
"JPN","CPI","TOT","IDX2010","Q","1988-Q3",89.71769,
"JPN","CPI","TOT","IDX2010","Q","1988-Q4",90.40836,
"JPN","CPI","TOT","IDX2010","Q","1989-Q1",89.89036,
"JPN","CPI","TOT","IDX2010","Q","1989-Q2",91.99689,
"JPN","CPI","TOT","IDX2010","Q","1989-Q3",92.16956,
"JPN","CPI","TOT","IDX2010","Q","1989-Q4",92.75662,
"JPN","CPI","TOT","IDX2010","Q","1990-Q1",93.10196,
"JPN","CPI","TOT","IDX2010","Q","1990-Q2",94.34516,
"JPN","CPI","TOT","IDX2010","Q","1990-Q3",94.58689,
"JPN","CPI","TOT","IDX2010","Q","1990-Q4",96.07183,
"JPN","CPI","TOT","IDX2010","Q","1991-Q1",96.5553,
"JPN","CPI","TOT","IDX2010","Q","1991-Q2",97.55676,
"JPN","CPI","TOT","IDX2010","Q","1991-Q3",97.55676,
"JPN","CPI","TOT","IDX2010","Q","1991-Q4",98.7309,
"JPN","CPI","TOT","IDX2010","Q","1992-Q1",98.4201,
"JPN","CPI","TOT","IDX2010","Q","1992-Q2",99.80143,
"JPN","CPI","TOT","IDX2010","Q","1992-Q3",99.31796,
"JPN","CPI","TOT","IDX2010","Q","1992-Q4",99.73237,
"JPN","CPI","TOT","IDX2010","Q","1993-Q1",99.69783,
"JPN","CPI","TOT","IDX2010","Q","1993-Q2",100.6302,
"JPN","CPI","TOT","IDX2010","Q","1993-Q3",101.0792,
"JPN","CPI","TOT","IDX2010","Q","1993-Q4",100.8029,
"JPN","CPI","TOT","IDX2010","Q","1994-Q1",100.941,
"JPN","CPI","TOT","IDX2010","Q","1994-Q2",101.3554,
"JPN","CPI","TOT","IDX2010","Q","1994-Q3",101.0792,
"JPN","CPI","TOT","IDX2010","Q","1994-Q4",101.6317,
"JPN","CPI","TOT","IDX2010","Q","1995-Q1",101.0792,
"JPN","CPI","TOT","IDX2010","Q","1995-Q2",101.3209,
"JPN","CPI","TOT","IDX2010","Q","1995-Q3",101.0792,
"JPN","CPI","TOT","IDX2010","Q","1995-Q4",101.0101,
"JPN","CPI","TOT","IDX2010","Q","1996-Q1",100.7338,
"JPN","CPI","TOT","IDX2010","Q","1996-Q2",101.459,
"JPN","CPI","TOT","IDX2010","Q","1996-Q3",101.2864,
"JPN","CPI","TOT","IDX2010","Q","1996-Q4",101.5626,
"JPN","CPI","TOT","IDX2010","Q","1997-Q1",101.3209,
"JPN","CPI","TOT","IDX2010","Q","1997-Q2",103.531,
"JPN","CPI","TOT","IDX2010","Q","1997-Q3",103.4965,
"JPN","CPI","TOT","IDX2010","Q","1997-Q4",103.7728,
"JPN","CPI","TOT","IDX2010","Q","1998-Q1",103.3584,
"JPN","CPI","TOT","IDX2010","Q","1998-Q2",103.8764,
"JPN","CPI","TOT","IDX2010","Q","1998-Q3",103.2893,
"JPN","CPI","TOT","IDX2010","Q","1998-Q4",104.3253,
"JPN","CPI","TOT","IDX2010","Q","1999-Q1",103.2548,
"JPN","CPI","TOT","IDX2010","Q","1999-Q2",103.6001,
"JPN","CPI","TOT","IDX2010","Q","1999-Q3",103.2893,
"JPN","CPI","TOT","IDX2010","Q","1999-Q4",103.2893,
"JPN","CPI","TOT","IDX2010","Q","2000-Q1",102.6332,
"JPN","CPI","TOT","IDX2010","Q","2000-Q2",102.8749,
"JPN","CPI","TOT","IDX2010","Q","2000-Q3",102.6332,
"JPN","CPI","TOT","IDX2010","Q","2000-Q4",102.495,
"JPN","CPI","TOT","IDX2010","Q","2001-Q1",102.1842,
"JPN","CPI","TOT","IDX2010","Q","2001-Q2",102.1152,
"JPN","CPI","TOT","IDX2010","Q","2001-Q3",101.8389,
"JPN","CPI","TOT","IDX2010","Q","2001-Q4",101.459,
"JPN","CPI","TOT","IDX2010","Q","2002-Q1",100.7338,
"JPN","CPI","TOT","IDX2010","Q","2002-Q2",101.1828,
"JPN","CPI","TOT","IDX2010","Q","2002-Q3",101.0101,
"JPN","CPI","TOT","IDX2010","Q","2002-Q4",100.9065,
"JPN","CPI","TOT","IDX2010","Q","2003-Q1",100.4921,
"JPN","CPI","TOT","IDX2010","Q","2003-Q2",100.941,
"JPN","CPI","TOT","IDX2010","Q","2003-Q3",100.7684,
"JPN","CPI","TOT","IDX2010","Q","2003-Q4",100.5957,
"JPN","CPI","TOT","IDX2010","Q","2004-Q1",100.354,
"JPN","CPI","TOT","IDX2010","Q","2004-Q2",100.6302,
"JPN","CPI","TOT","IDX2010","Q","2004-Q3",100.6648,
"JPN","CPI","TOT","IDX2010","Q","2004-Q4",101.1137,
"JPN","CPI","TOT","IDX2010","Q","2005-Q1",100.3885,
"JPN","CPI","TOT","IDX2010","Q","2005-Q2",100.5266,
"JPN","CPI","TOT","IDX2010","Q","2005-Q3",100.354,
"JPN","CPI","TOT","IDX2010","Q","2005-Q4",100.354,
"JPN","CPI","TOT","IDX2010","Q","2006-Q1",100.2504,
"JPN","CPI","TOT","IDX2010","Q","2006-Q2",100.6993,
"JPN","CPI","TOT","IDX2010","Q","2006-Q3",100.9756,
"JPN","CPI","TOT","IDX2010","Q","2006-Q4",100.6993,
"JPN","CPI","TOT","IDX2010","Q","2007-Q1",100.1468,
"JPN","CPI","TOT","IDX2010","Q","2007-Q2",100.6302,
"JPN","CPI","TOT","IDX2010","Q","2007-Q3",100.8374,
"JPN","CPI","TOT","IDX2010","Q","2007-Q4",101.2518,
"JPN","CPI","TOT","IDX2010","Q","2008-Q1",101.1482,
"JPN","CPI","TOT","IDX2010","Q","2008-Q2",102.0116,
"JPN","CPI","TOT","IDX2010","Q","2008-Q3",102.9785,
"JPN","CPI","TOT","IDX2010","Q","2008-Q4",102.2878,
"JPN","CPI","TOT","IDX2010","Q","2009-Q1",101.0101,
"JPN","CPI","TOT","IDX2010","Q","2009-Q2",101.0101,
"JPN","CPI","TOT","IDX2010","Q","2009-Q3",100.6993,
"JPN","CPI","TOT","IDX2010","Q","2009-Q4",100.1813,
"JPN","CPI","TOT","IDX2010","Q","2010-Q1",100.1468,
"JPN","CPI","TOT","IDX2010","Q","2010-Q2",100.2504,
"JPN","CPI","TOT","IDX2010","Q","2010-Q3",99.69783,
"JPN","CPI","TOT","IDX2010","Q","2010-Q4",99.90504,
"JPN","CPI","TOT","IDX2010","Q","2011-Q1",99.62877,
"JPN","CPI","TOT","IDX2010","Q","2011-Q2",99.8705,
"JPN","CPI","TOT","IDX2010","Q","2011-Q3",99.83597,
"JPN","CPI","TOT","IDX2010","Q","2011-Q4",99.59423,
"JPN","CPI","TOT","IDX2010","Q","2012-Q1",99.93957,
"JPN","CPI","TOT","IDX2010","Q","2012-Q2",100.0086,
"JPN","CPI","TOT","IDX2010","Q","2012-Q3",99.42157,
"JPN","CPI","TOT","IDX2010","Q","2012-Q4",99.3525,
"JPN","CPI","TOT","IDX2010","Q","2013-Q1",99.28343,
"JPN","CPI","TOT","IDX2010","Q","2013-Q2",99.73237,
"JPN","CPI","TOT","IDX2010","Q","2013-Q3",100.2849,
"JPN","CPI","TOT","IDX2010","Q","2013-Q4",100.8029,
"JPN","CPI","TOT","IDX2010","Q","2014-Q1",100.8029,
"JPN","CPI","TOT","IDX2010","Q","2014-Q2",103.3238,
"JPN","CPI","TOT","IDX2010","Q","2014-Q3",103.6692,
